timesteps,fps,eval_return_mean,eval_return_std,eval_success_rate,eval_collision_rate,eval_steps_mean,eval_path_length_mean
10000,138,74.30688217791814,138.1315792195835,0.46,0.22,274.2,12.284489088058471
20000,88,58.68217071141148,141.95602695782412,0.42,0.28,265.34,10.671640301942825
30000,61,83.31861878040647,132.55359438988626,0.48,0.16,287.04,9.650830814242363
40000,54,70.03250932646992,137.08985238640003,0.44,0.2,299.78,8.918985595703125
50000,52,76.92910461559124,130.59300607677258,0.44,0.16,326.42,10.508378484845162
60000,51,74.57167075410824,122.27224959645103,0.42,0.12,343.04,9.555306132435799
70000,50,87.33936230181372,123.3831740031979,0.46,0.1,335.3,9.807996007204055
80000,50,80.19405109073814,125.92629972512596,0.44,0.12,322.8,8.709045543670655
90000,49,127.39319715434569,116.65050721945593,0.62,0.06,288.6,10.095467370450496
100000,49,110.85547109681244,119.01339493677807,0.52,0.06,326.6,11.012350606918336
110000,48,93.3280866457255,124.19723554362142,0.48,0.1,344.4,10.83425333738327
120000,48,126.00580410613857,107.70147234509265,0.58,0.0,334.2,10.089030121564866
130000,48,140.55963525979502,114.98066001605883,0.68,0.06,247.66,9.742615172863006
140000,47,120.63791679202306,119.39822038806084,0.58,0.06,296.22,9.622783110141754
150000,47,118.88535625746397,116.05589557369638,0.56,0.04,324.86,10.08582023024559
160000,48,116.53733517483538,125.81911799713131,0.6,0.1,255.28,8.702948415279389
170000,49,131.07327213299908,115.85730195057398,0.62,0.04,286.92,9.734887101650237
180000,48,112.4197447204777,114.23659967467205,0.52,0.02,360.38,10.784301862716674
190000,48,126.37322716690149,115.5375792577303,0.6,0.04,279.76,8.68519115805626
200000,48,112.52627295937205,121.90783466230117,0.56,0.08,279.1,9.010128326416016
210000,48,115.11020162382388,121.37143270850507,0.58,0.08,276.64,8.176966669559478
220000,48,107.35046391909232,106.46055201656755,0.5,0.0,349.14,9.041018552780152
230000,47,116.14123449228742,120.38736712008006,0.56,0.06,302.06,10.347324655056
240000,47,90.21542763089332,126.02081476172214,0.46,0.1,345.58,9.62905158996582
250000,47,85.1027613750049,118.11114457430547,0.42,0.06,364.48,8.633857547640801
260000,46,110.09875774784695,111.25897610639919,0.5,0.0,355.92,9.641093368530273
270000,47,114.64797830779885,112.97298872434736,0.54,0.02,324.7,9.086962971687317
280000,47,108.94201351303421,114.79774673577681,0.52,0.02,334.72,8.756880526542664
290000,47,102.47285152811551,113.47276120039677,0.48,0.02,355.94,8.735734311938286
300000,48,120.7742843797751,117.04304705903569,0.58,0.04,292.26,8.781291165351867
310000,48,128.8294906225278,119.1811978161434,0.62,0.06,265.34,9.10780445575714
320000,49,120.05597991011648,124.64075971846614,0.6,0.1,252.86,10.687390246391296
330000,49,139.96673682026756,107.52929148443806,0.66,0.02,264.28,8.477882296442985
340000,49,129.78473945788855,122.81257115232758,0.64,0.08,242.58,9.188275113105774
350000,50,115.80352485426738,121.5696227429162,0.56,0.06,307.4,8.834366934150458
360000,50,122.42587104806927,117.53197507851236,0.58,0.04,297.96,9.440391697883605
370000,50,107.74762586241621,121.02460240262248,0.54,0.06,316.8,8.448844919204712
380000,51,130.34386219419795,112.04410798349424,0.62,0.02,274.7,7.735418553352356
390000,51,101.91633160238754,117.74207598128089,0.5,0.04,331.34,7.541209766864776
400000,51,122.45734525840118,111.83284620206877,0.58,0.02,298.86,8.086269370913506
410000,51,116.66963867294793,124.68436206632039,0.6,0.1,247.24,8.579712105989456
420000,52,135.6663021269889,119.91855991884529,0.66,0.06,238.22,8.891343004703522
430000,52,131.8036468499639,124.6475224423143,0.66,0.1,219.42,9.55104894399643
440000,52,86.74753528582605,121.90777586114696,0.44,0.08,344.3,8.888380409479142
450000,52,146.3131801117884,106.75348497754935,0.68,0.02,247.36,9.129326886534692
460000,52,120.71928611480564,109.7265503640878,0.58,0.02,303.86,8.677214913368225
470000,52,126.11561338606207,114.86245834907199,0.6,0.04,281.56,9.096348690390586
480000,52,150.39946599722987,105.42677249108236,0.7,0.02,248.62,9.885014531612397
490000,53,147.79826481494703,111.79147852386976,0.7,0.04,238.54,9.496727705001831
500000,53,148.0035356834859,112.44202615990484,0.72,0.06,222.52,10.28633645772934
