update,timesteps,fps,train_return_mean,train_success_rate,train_collision_rate,train_episode_len_mean,eval_return_mean,eval_return_std,eval_success_rate,eval_collision_rate,eval_steps_mean,eval_path_length_mean,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,std_mean,early_stop
1,4096,858.2,225.87084716613214,0.6585365853658537,0.2926829268292683,98.82926829268293,146.53175964877857,242.297490202163,0.5,0.43333333333333335,111.03333333333333,11.652120717366536,314.8028068065643,-0.01829455507104285,629.6489651997884,1.1272536118825276,0.011493621933429192,0.05830078125,0.42504018545150757,0.0
2,8192,721.1,182.62621538066836,0.58,0.38,112.78,220.1739533449276,233.2898693633794,0.6333333333333333,0.3,123.46666666666667,15.747952278455099,283.65178909301756,-0.018498056251943732,567.347341187795,1.1280143057306609,0.012285031482072857,0.06681315104166667,0.42548561096191406,0.0
3,12288,680.4,195.797778651619,0.6,0.34,132.72,131.82727998495577,245.9216742015549,0.4666666666666667,0.4666666666666667,134.16666666666666,16.933511316776276,231.74110321998597,-0.015912049632364263,463.5207690556844,1.123523194094499,0.010131168402828431,0.05213216145833333,0.42254266142845154,0.0
4,16384,661.4,239.07162178340613,0.7,0.3,108.02,135.11584900935168,246.75902789977542,0.4666666666666667,0.43333333333333335,131.3,15.405594579378764,208.96663767496744,-0.01821563945559319,417.97639547983806,1.113284708559513,0.011235534562244236,0.05950520833333333,0.42146605253219604,0.0
5,20480,645.2,199.0146277612944,0.6,0.34,117.76,146.67334385393684,245.52165569645024,0.5,0.43333333333333335,137.26666666666668,16.538221347332,169.84990309874217,-0.01920822587174674,339.7448565642039,1.1049995477000871,0.013744785056527082,0.07506510416666666,0.41829973459243774,0.0
6,24576,640.3,177.4150708300692,0.56,0.38,125.0,164.39736344719216,235.4867510026188,0.5,0.36666666666666664,153.46666666666667,19.054150915145875,161.57188401222228,-0.017387509720477586,323.1851106961568,1.094006721675396,0.014710624211390192,0.0810546875,0.4181036949157715,0.0
7,28672,644.4,130.08790599067822,0.46,0.5,99.98,215.8889729429535,227.43782017138156,0.6333333333333333,0.26666666666666666,125.0,15.361086827516555,193.14325709157177,-0.016891113883569772,386.32683708554225,1.089110219117367,0.011281038353771972,0.058509199134199136,0.414605051279068,1.0
8,32768,656.5,173.27961297855262,0.56,0.44,94.46,230.95885901064912,234.10513598426462,0.6666666666666666,0.3,123.86666666666666,14.702377955118815,261.5114142576853,-0.016400660833460277,523.0621143976847,1.0802900612354278,0.010648412186613616,0.05340169270833333,0.4163603186607361,0.0
9,36864,673.3,227.6119105326062,0.66,0.32,107.64,133.83177050692308,242.17190875825676,0.4666666666666667,0.43333333333333335,124.2,15.52792911529541,173.88800601756319,-0.01730434191561839,347.8171530581535,1.0881348721524502,0.013126940320325183,0.07097739361702128,0.4176751375198364,1.0
10,40960,667.4,179.44393635470587,0.56,0.38,118.14,201.813151724175,236.08343757131138,0.6,0.3333333333333333,130.1,16.782693099975585,238.97139994303384,-0.017194090809789488,477.9836924870809,1.0834857145945231,0.01177517992327921,0.06339518229166667,0.41332051157951355,0.0
11,45056,672.1,113.56059697592343,0.42,0.5,132.44,192.97841353749664,239.80538420344465,0.6,0.36666666666666664,93.53333333333333,12.015227540334065,244.04195410410563,-0.0150468887402288,488.1204306284587,1.0708684538801512,0.012793973847389376,0.068505859375,0.41335976123809814,0.0
12,49152,677.8,175.05297077642794,0.56,0.4,100.64,212.93035320996157,231.18046186974334,0.6333333333333333,0.3,123.3,13.520371119181315,236.25518907116304,-0.01475734994896958,472.5462976271106,1.067437312679906,0.010590078839431367,0.054536290322580644,0.4113578796386719,1.0
13,53248,678.9,212.2958548391092,0.64,0.32,101.76,196.03655078830246,236.82102520403183,0.6,0.36666666666666664,108.5,13.07382435798645,165.46852582295736,-0.01847698206450635,330.980366563797,1.0600838392972947,0.01437261886652171,0.079296875,0.41064155101776123,0.0
14,57344,679.7,169.85773746428424,0.56,0.42,101.78,181.31470676363352,244.3192395138402,0.5666666666666667,0.36666666666666664,114.23333333333333,12.45620603164037,196.7023594225224,-0.01840210335899089,393.44792361283186,1.067028255604986,0.013730485477619132,0.0700987251243781,0.41511309146881104,1.0
15,61440,690.0,182.35437000068634,0.58,0.42,96.18,224.6149237766347,244.1961152987926,0.6666666666666666,0.3333333333333333,90.2,11.093809513250987,127.24958013950435,-0.013796080245209256,254.5331802368164,1.071435602984034,0.0126262782062789,0.06617128759398497,0.4100992977619171,1.0
16,65536,700.1,177.72630660677754,0.56,0.4,118.66,238.80832917224825,228.0407557776695,0.7,0.3,78.26666666666667,10.160768469174704,153.89542792470832,-0.01332424624430898,307.82380234567745,1.0494142042963128,0.015430634636677017,0.08418996710526316,0.4078156352043152,1.0
17,69632,706.5,238.00783132930073,0.68,0.3,102.88,243.27597918001507,228.31654585173098,0.7,0.3,121.76666666666667,14.376056887457768,132.1690652370453,-0.01905116656584701,264.3824790624472,1.0411345139145851,0.016339650349087045,0.09296123798076923,0.40563759207725525,1.0
18,73728,715.0,224.09048376199772,0.66,0.34,94.06,266.2033778208784,219.00421141149027,0.7333333333333333,0.23333333333333334,107.26666666666667,14.136878742774327,225.96975958062131,-0.01828196402817394,451.9822866631467,1.0338192060233302,0.014445163250530949,0.07737739234449761,0.40530210733413696,1.0
