timesteps,fps,eval_return_mean,eval_return_std,eval_success_rate,eval_collision_rate,eval_steps_mean,eval_path_length_mean
10000,299,349.00969024604126,139.96494461721298,0.9,0.08,113.58,11.853086862564087
20000,203,323.8755984361274,166.34861531397945,0.84,0.1,121.24,10.290107173919678
30000,173,282.09614786425306,193.03356264663546,0.74,0.12,185.22,11.153126401901245
40000,153,293.2268049189742,181.2277663066452,0.76,0.08,191.4,10.446648955345154
50000,157,314.4143381837902,178.42837989530008,0.84,0.14,120.26,10.012498569488525
60000,160,317.5829428205609,170.34746001733902,0.82,0.08,160.14,11.487904725074769
70000,161,302.30905554606977,178.67469809060415,0.78,0.1,166.92,11.210069551467896
80000,162,338.9259844839433,139.22103853450784,0.84,0.0,194.18,12.233381071090697
90000,163,364.35296122963047,113.66313401607506,0.92,0.02,147.82,11.939256060123444
100000,164,348.68618625128306,146.30481532031908,0.88,0.06,137.52,11.960809562206268
110000,165,288.80094485046243,199.73951687127578,0.76,0.16,147.7,11.199139981269836
120000,165,355.46210151265024,133.29126609916884,0.9,0.04,142.18,11.636548595428467
130000,166,348.548471943778,132.82050140730777,0.9,0.04,127.56,10.962577600479126
140000,166,343.55524910908355,135.9584105113036,0.88,0.04,135.5,10.2871013712883
150000,167,364.1680185997268,112.27092832978873,0.94,0.04,105.5,10.708024873733521
160000,167,377.30228147755406,92.0606105099879,0.96,0.02,104.88,10.4015602517128
170000,167,340.0809436084099,151.56410411845158,0.88,0.08,112.58,10.606222023963928
180000,168,388.428268375257,73.24447212250854,0.98,0.02,95.84,11.403336992263794
190000,168,364.5142689305757,116.51266719076338,0.92,0.02,127.1,11.30959436416626
200000,168,325.17538775074763,169.39600443621683,0.86,0.12,97.04,9.559913554191589
210000,169,390.22188828724643,73.74659477023678,0.98,0.02,95.64,11.258517501354218
220000,169,378.29944446676177,101.41047792926146,0.96,0.04,105.18,11.816840476989746
230000,169,350.53065550952624,146.98767595991788,0.9,0.08,105.18,10.737985062599183
240000,169,383.2733824709672,71.8436765659907,0.98,0.02,100.38,10.904441442489624
250000,169,374.2916820148137,102.98822440516736,0.94,0.02,120.92,11.672291388511658
260000,169,371.5836928011925,105.63359408752716,0.94,0.02,121.12,11.42012134552002
270000,170,388.5076300277382,56.12336582966346,0.98,0.0,108.54,11.411584129333496
280000,170,402.55322456549186,17.50112458723053,1.0,0.0,100.58,12.449771785736084
290000,170,388.01555401004504,69.94790458150014,0.98,0.02,105.62,11.784489755630494
300000,170,377.27814154388585,91.60187118517712,0.96,0.02,100.12,10.625617632865906
310000,170,395.906029984988,16.40116188048774,1.0,0.0,93.66,10.987703828811645
320000,170,386.2665273435381,53.98702933648278,0.98,0.0,101.54,10.485005054473877
330000,170,391.78626964987313,16.231004152733973,1.0,0.0,93.52,10.32614478111267
340000,170,387.25889184488733,51.13341034427471,0.98,0.0,97.58,10.317433338165284
350000,170,366.5353361730907,113.32885076438502,0.94,0.04,107.12,10.719808340072632
360000,171,390.81560666453356,72.77547314236985,0.98,0.02,99.74,12.191478899121284
370000,171,360.76886761201837,125.01603016001586,0.92,0.04,113.4,11.209650483131409
380000,171,358.10803893737926,134.03292509629034,0.92,0.08,92.32,11.242810893058778
390000,171,379.6916041638406,95.24985417336775,0.96,0.04,95.12,11.729483938217163
400000,171,397.1343560078903,16.53370750055621,1.0,0.0,94.44,11.775897474288941
410000,171,387.9781842962781,58.86209285795528,0.98,0.0,102.6,11.065451431274415
420000,171,376.93897876260917,90.4615322307917,0.96,0.02,98.1,10.507757062911987
430000,171,399.7412765004189,17.89680306748687,1.0,0.0,97.94,11.898309955596924
440000,171,390.9348437744396,55.92638748597907,0.98,0.0,103.78,11.80326374053955
450000,171,388.5006240733125,69.66817621110528,0.98,0.02,97.3,11.789723873138428
460000,171,381.0601370765496,91.7458207512977,0.96,0.02,109.04,11.812317183017731
470000,171,396.45994997382235,19.748205952219898,1.0,0.0,91.96,11.305996341705322
480000,171,389.0414704485133,70.84830617638204,0.98,0.02,93.96,11.568940906524658
490000,171,376.5618074717295,90.00661469023538,0.96,0.02,101.78,10.515944557189941
500000,171,390.4239297925367,67.89236168467791,0.98,0.02,99.26,12.206902723312378
510000,172,359.939738563655,130.09904700647465,0.92,0.06,98.84,10.774248623847962
520000,172,400.97026190242804,16.925316927655373,1.0,0.0,97.62,12.188328046798706
530000,172,387.1266114974627,72.57951509185763,0.98,0.02,93.7,11.489272794723512
540000,172,395.1889724897443,13.583132403453947,1.0,0.0,87.72,10.63733016014099
550000,172,399.45341746682055,16.963885483071614,1.0,0.0,101.22,12.272573404312134
560000,172,378.4444767125108,101.04100505854542,0.96,0.04,90.84,11.08416446864605
570000,172,389.89764710034217,58.69966128141562,0.98,0.0,103.32,11.401865272521972
580000,172,387.3296473155546,74.52212460432385,0.98,0.02,96.48,11.479379482269287
590000,172,387.5342917372458,69.21265985475263,0.98,0.02,91.8,11.178998432159425
600000,172,394.4494709604338,14.207252800265106,1.0,0.0,88.56,10.712644147872926
610000,172,366.328612149579,112.26352277106496,0.94,0.04,100.92,10.952646360397338
620000,172,375.4223257929414,98.25178899328708,0.96,0.04,92.16,10.903310928344727
630000,172,381.28928366506705,87.79629753792135,0.96,0.02,104.66,11.707811529636382
640000,172,366.4905913471362,107.68153512121705,0.94,0.04,95.66,10.723974609375
650000,172,369.70948999629735,99.32465591973256,0.94,0.02,115.42,10.9976659989357
660000,172,391.2237275823801,69.86651575702305,0.98,0.02,93.8,12.006313352584838
670000,172,375.24230267018953,116.96072537935359,0.94,0.06,96.46,12.524860194921494
680000,172,397.0620076774049,17.044748514684276,1.0,0.0,96.9,12.091815271377563
690000,172,398.75659160683864,15.968023166612019,1.0,0.0,94.38,11.863711471557616
700000,172,377.12790025229026,88.27676047967937,0.94,0.0,124.16,11.937820746898652
710000,172,390.0142968420598,55.114658010666076,0.98,0.0,98.82,11.259919662475586
720000,172,384.50491110174335,70.86341904776583,0.98,0.02,81.78,9.955587129592896
730000,172,394.2621921658993,15.534059338358128,1.0,0.0,88.82,11.062020540237427
740000,172,375.75305223934015,101.88092774490484,0.96,0.04,87.08,10.819588875770568
750000,172,385.6636066255533,72.89715504636521,0.98,0.02,93.76,11.495038919448852
760000,172,371.5766108031558,112.18133899613102,0.94,0.04,109.46,12.302751102447509
770000,172,377.5852928189936,99.86238066139506,0.96,0.04,88.34,10.870672969818115
780000,172,343.37726378784436,149.16780766948642,0.9,0.1,87.62,9.775441730618477
790000,172,374.6970469721625,98.4629895776158,0.94,0.02,114.46,11.957552757263183
800000,172,359.11298706102417,123.98747257265254,0.92,0.04,106.34,10.629932627677917
810000,172,397.80869294224345,18.395568508256,1.0,0.0,92.2,11.575983409881593
820000,172,398.71580373925246,18.704165023196587,1.0,0.0,93.38,12.019498043060302
830000,172,388.0027535700411,73.85324296075635,0.98,0.02,92.08,11.490449514389038
840000,172,357.3028191129968,135.8805234249114,0.92,0.08,81.1,10.349885783195496
