timesteps,fps,eval_return_mean,eval_return_std,eval_success_rate,eval_collision_rate,eval_steps_mean,eval_path_length_mean
820000,44,631.99767453582,227.02963835318215,0.9,0.06,110.26,10.89606028676033
830000,44,656.2380267600669,187.89097514466542,0.94,0.06,89.02,10.779388548582792
840000,44,642.4710290570723,217.1993389335151,0.92,0.08,92.48,11.134636754989623
850000,43,658.6472220782831,181.52827962337906,0.94,0.04,98.98,11.106250720024109
860000,43,650.4458292712131,185.47342966952976,0.94,0.06,85.48,10.183422417640687
870000,43,640.8537531418656,201.8769488984536,0.92,0.06,99.48,10.919594926834106
880000,43,641.7377391644983,219.36962281826422,0.9,0.06,121.64,12.639407181739807
890000,43,625.3507209242714,234.9584235000077,0.9,0.1,87.22,10.816706550121307
900000,43,679.4685725089876,116.01900009949912,0.98,0.02,83.7,10.238549106121063
910000,43,645.2242378447589,202.7956616385547,0.92,0.06,100.32,11.526989595890045
920000,43,668.5169662179239,151.77314694004997,0.96,0.04,87.22,10.611536750793457
930000,43,638.569274769919,208.96714790014514,0.92,0.06,101.4,10.885427346229553
940000,42,671.51072857711,139.94201054925156,0.96,0.02,95.96,11.048308258056641
950000,42,617.0370736413942,237.9315158174342,0.88,0.06,117.36,11.020157415866851
960000,42,639.929295884903,212.24762862968777,0.92,0.06,95.48,10.197988181114196
970000,42,585.2194647756068,278.0054479097267,0.86,0.14,82.3,9.61590642929077
980000,42,655.0371619141657,178.39060981545725,0.94,0.06,93.28,10.88733793258667
990000,42,627.0400869667596,225.69287593443582,0.9,0.08,93.1,10.531785966157914
1000000,42,611.7829330636098,251.27233845820928,0.88,0.1,98.36,10.62127031803131
1010000,42,666.0777304860069,160.25075171697,0.96,0.04,80.18,10.00202091217041
1020000,42,677.4372369926417,147.32549173806288,0.96,0.02,98.64,11.266500329971313
1030000,42,685.6273667872628,104.80333168057625,0.98,0.02,84.76,10.664085035324097
1040000,41,653.8383359829983,184.22997130317682,0.94,0.06,81.98,10.491790914535523
1050000,41,670.6917399100862,157.25339071694845,0.96,0.04,86.86,10.883169326782227
1060000,42,662.3129657938349,180.21484260617225,0.94,0.04,102.08,11.294089198112488
1070000,42,689.1404344782512,152.1030565227508,0.96,0.04,94.84,12.363784494400024
1080000,42,675.3557070544874,153.41517317936783,0.96,0.04,90.86,11.544299478530883
1090000,39,652.833067878102,210.6537355620193,0.92,0.06,102.84,11.969844151586294
1100000,39,638.2665782888583,218.4259860371355,0.92,0.08,82.08,10.413084045648574
1110000,39,657.8052779951477,181.5163166946003,0.94,0.04,91.94,10.63793562054634
1120000,39,637.4543288185706,204.14245798144802,0.92,0.06,88.3,9.796732966899873
1130000,39,674.4320752638561,161.3195961422424,0.96,0.04,89.48,11.283909525871277
1140000,40,648.6970013979729,190.41740942584414,0.94,0.06,83.16,10.014601910114289
1150000,40,701.8993175233644,33.42717889996149,1.0,0.0,92.46,11.027206497192383
