episode,return,success,collision,steps,path_length
0,420.36588630445294,1,0,90,14.390400886535645
1,377.71045366989074,1,0,97,9.523366928100586
2,397.37818287906634,1,0,67,10.633033752441406
3,386.6320825437904,1,0,54,7.593334197998047
4,381.7171761846572,1,0,122,13.125814437866211
5,429.38466392144556,1,0,100,16.50248908996582
6,-85.1020295440282,0,1,60,9.254182815551758
7,362.91297454235854,1,0,123,12.86539077758789
8,393.41011666644687,1,0,47,6.536043167114258
9,365.6114382097536,1,0,134,13.864263534545898
10,394.8959464130674,1,0,70,10.329731941223145
11,378.7926734032072,1,0,70,7.118371963500977
12,412.6145987760016,1,0,311,36.52605438232422
13,403.63438513909296,1,0,81,12.628890991210938
14,-102.66993221279317,0,1,45,5.855182647705078
15,384.55111381355107,1,0,56,7.906033992767334
16,404.39313355031607,1,0,70,11.270853996276855
17,378.24875486883,1,0,114,10.448958396911621
18,396.6954164625875,1,0,147,18.562847137451172
19,402.2915769526586,1,0,74,11.133319854736328
20,387.7837697880111,1,0,91,11.775556564331055
21,368.9073004779951,1,0,229,26.10945701599121
22,-124.84936287272481,0,1,75,11.038534164428711
23,413.6313269481631,1,0,90,14.265761375427246
24,421.94948449678714,1,0,106,15.077528953552246
25,387.4775222845375,1,0,54,7.751444339752197
26,390.85259454807635,1,0,61,8.635819435119629
27,389.7308540376425,1,0,64,8.598134994506836
28,403.1357002243697,1,0,81,12.152267456054688
29,396.2949732277188,1,0,69,10.82221794128418
30,380.7709209528018,1,0,49,6.907584190368652
31,-22.604808062731294,0,0,500,8.752042770385742
32,393.8960228414713,1,0,209,22.529827117919922
33,387.2632807837957,1,0,221,31.11037826538086
34,403.29224125852323,1,0,105,13.001808166503906
35,373.67322149663414,1,0,110,11.51462459564209
36,393.3632027096602,1,0,67,9.611505508422852
37,394.4254556766562,1,0,103,11.591486930847168
38,387.8005354747177,1,0,75,10.244837760925293
39,391.3260271298538,1,0,157,19.94991683959961
40,368.63415074557076,1,0,114,11.463425636291504
41,388.04895131895313,1,0,100,11.184150695800781
42,390.4360843896974,1,0,89,11.146735191345215
43,371.97950277928635,1,0,40,4.671361923217773
44,387.15165664987734,1,0,81,9.165061950683594
45,-112.8830956539702,0,1,13,0.5026225447654724
46,-124.22143085188684,0,1,46,6.470852851867676
47,388.0868816013939,1,0,101,12.245668411254883
48,-20.58403250539579,0,0,500,6.57477331161499
49,373.75540477502955,1,0,173,19.622835159301758
50,382.1476133506527,1,0,142,16.99802017211914
51,-101.14752782418752,0,1,91,14.175378799438477
52,383.41219329775873,1,0,156,19.72330093383789
53,-110.39022883198507,0,1,42,4.519678115844727
54,386.0788379614353,1,0,56,7.473557472229004
55,385.86007648864444,1,0,114,12.450577735900879
56,-114.7328427264277,0,1,101,11.567322731018066
57,404.8023464036307,1,0,88,12.887563705444336
58,397.291904310733,1,0,94,13.901209831237793
59,389.15994730049374,1,0,69,9.032872200012207
60,-90.44852095412507,0,1,55,8.263646125793457
61,412.3144543714821,1,0,108,16.88298797607422
62,421.9106916238517,1,0,104,17.203702926635742
63,431.14800093758515,1,0,105,16.66600799560547
64,-104.31183391592086,0,1,51,6.892007827758789
65,378.3437239101345,1,0,51,7.047077178955078
66,-116.49572879175464,0,1,25,2.1469321250915527
67,-127.19929008436694,0,1,130,14.456661224365234
68,-103.9297786203241,0,1,69,8.412148475646973
69,-101.70359864344296,0,1,152,14.784503936767578
70,-100.73095979377885,0,1,51,7.364225387573242
71,-104.41038459448993,0,1,46,6.196183681488037
72,379.5967507509794,1,0,204,17.45413589477539
73,388.4991168269966,1,0,204,28.955347061157227
74,400.6085292868287,1,0,212,24.227907180786133
75,-118.14313799138708,0,1,29,3.0098512172698975
76,-111.20910831128914,0,1,39,3.9162063598632812
77,377.8353327396605,1,0,48,5.879037857055664
78,390.897473126322,1,0,92,11.505929946899414
79,381.1356206171616,1,0,106,11.319759368896484
